name,name_norm,country,lei,wikidata_qid,alias1,alias2,alias3,alias4,alias5,address,city,postal_code,source
Gebruder Keil GmbH & Co Verwaltungs- und Beteiligungs KG,gebruder keil & verwaltungs- und beteiligungs kg,DE,5299002I5SEJ8OTEC724,,,,,,,Friedländer Weg 7b,Göttingen,37085,GLEIF
AREAL NACHODSKA s r o,areal nachodska s r o,CZ,8945008UQ6AZE7J0Y294,,,,,,,náměstí Prezidenta Masaryka 110/7,Praha,148 00,GLEIF
Baron Small Cap Collective Investment Fund,baron small cap collective investment fund,US,254900IXNPMEFNPWVE29,,,,,,,12 Gill Street Suite 2600,Woburn,01801,GLEIF
P K Beheer B V,p k beheer b v,NL,724500XIMOC6NA5XAG06,,,,,,,Vissersburen 41,Lemmer,8531EB,GLEIF
Sportlux Swiss SA,sportlux swiss,CH,529900K5TWJNUJZLZD53,,,,,,,Riva Paradiso 10,Paradiso,6900,GLEIF
Idelika OU,idelika ou,EE,984500D541B3C8FBEE75,,,,,,,P. Kerese tn 2-17,Narva,20304,GLEIF
COBB VENTURES,cobb ventures,GB,213800T44HSDTDKAFL49,,,,,,,ONE GLASS WHARF,BRISTOL,BS2 0ZX,GLEIF
The Altmeyer Family Investment Company Limited Partnership,the altmeyer family investment partnership,US,254900WU75N76EG8SI94,,,,,,,74 14th Street,Wheeling,26003,GLEIF
DX premium consultancy,dx premium consultancy,BE,254900LXSMOHYJE9U188,,,,,,,Varendonk 22,Evergem,9940,GLEIF
VIJAYALAKSHMI CINEMAS,vijayalakshmi cinemas,IN,3358005DPLDVR3C4QB60,,,,,,,"NO. 54/1, WARD NO.4 RASIPURAM GANDHI SALAI",NAMAKKAL,637408,GLEIF
LAWN STAR BUYER LLC,lawn star buyer,US,254900Y0L7XV0413YH95,,,,,,,c/o THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST,WILMINGTON,19801,GLEIF
ZEPCAL HOLDINGS INC,zepcal holdings,CA,254900U9W2LCZMR8T538,,,,,,,1202 FORT STREET,VICTORIA,V8V 3L2,GLEIF
BIOQUBE LIMITED,bioqube,GB,64887Z18PCF592X4MH38,,,,,,,Suite 15 First Floor 213 Kingsbury Road Jubilee Business Centre,London,NW9 8AQ,GLEIF
LONGMILE FASHIONS PRIVATE LIMITED,longmile fashions private,IN,6488H5F1D6E15Y8V1C50,,,,,,,"D.No:39/82/3, White Field, R.S.Road Perundurai, Tamil Nadu",Erode,638052,GLEIF
Compass Reszveny Szarmaztatott Befektetesi Alap,compass reszveny szarmaztatott befektetesi alap,HU,529900E691M4BVAWMS70,,,,,,,Csorsz u 45,Budapest,1124,GLEIF
BARTEK DELI ENTERPRISE LIMITED,bartek deli enterprise,GB,6488OT7I3VX216Y11T09,,,,,,,510-512 High Road,Wembley,HA9 7BY,GLEIF
Hotel Lals Residency,hotel lals residency,IN,89450070IO6UW7MXL652,,,,,,,"4/676, HOTEL LALS RESIDENCY, CENTRAL JUNCTION ADOOR",Adoor,691523,GLEIF
NH PE FII SCSp,nh pe fii scsp,LU,636700EXUFWP0Q53DR03,,,,,,,"4, Peternelchen",Howald,L-2370,GLEIF
SNARK DEVELOPERS,snark developers,IN,33580091OWDLSBO6WE05,,,,,,,"NO-5, COLIVE GLORY, 4TH A CROSS, GREEN GLEN LAYOUT, BELLANDUR,",BENGALURU URBAN,560103,GLEIF
BCS4 TIF LLC,bcs4 tif,US,254900F2QFETOKQF0132,,,,,,,C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST,WILMINGTON,19801,GLEIF
SHYAM UDYOG,shyam udyog,IN,6488C6FMR0K9Q16L9435,,,,,,,"C- 5 and 6, INDUSTRIAL STATE, SARAI MALHUI Uttar Pradesh",Sitapur,261001,GLEIF
R S POULTRIES,r s poultries,IN,9845003BCCD52FAC4979,,,,,,,"SERVEY NO. 24/1,25/3, RAMAYYAPATNAM, KOTHURU, CHINAGUMULURU ANAKAPALLI",S RAYAVARAM,531060,GLEIF
BS WEAVES,bs weaves,IN,8945009SR6NNH3GCJU11,,,,,,,Plot No G/21 To G/25 Govindji Industrial Park - 2 Near Sabar Hotel Palsana-Navsari Road Taluka - Palsana,Makhinga,394315,GLEIF
GDB INVESTORS SLP AGGREGATOR LP,gdb investors slp aggregator,US,9845007FF9D82EGD0309,,,,,,,CORPORATION TRUST CENTER 1209 ORANGE ST,WILMINGTON,19801,GLEIF
ABHISHEK GUPTA,abhishek gupta,IN,3358009C9CNBIC8APZ09,,,,,,,"15 B, SHAMBHU NAGAR, RAM LILA GROUND, BAGHPAT ROAD,",MEERUT,250002,GLEIF
STRIPE 151,stripe 151,IE,635400UDCXJZGGU4GP67,,,,,,,Riverside One Sir John Rogerson's Quay Dublin 2,Dublin,,GLEIF
FIRST GRAND REALTY LLC,first grand realty,US,254900N0D4CQ6WB34T16,,,,,,,c/o MAURICE REFOUA 1559 S SEPULVEDA BLVD,LOS ANGELES,90025,GLEIF
SUMUKHA HITECH PRODUCTS INDUSTRY,sumukha hitech products industry,IN,335800GVGDITFPSG1I02,,,,,,,"B 20-22, B34-36, 3 RD MAIN ROAD INDUSTRIAL ESTATE SEDARAPET",PUDUCHERRY,605111,GLEIF
JAYESH JAISWAL,jayesh jaiswal,IN,9845008CCEA0886CC510,,,,,,,"BEHIND NATIONAL MEDICAL STORE, 150, PURDILPUR, GOLGHAR",Gorakhpur,273001,GLEIF
Webac Immobilien AG,webac immobilien,DE,8945007627YHVJIL5605,,,,,,,Albert-Latz-Straße 3,Euskirchen,53879,GLEIF
C-Quadrat ARTS FX Mean Reversion,c-quadrat arts fx mean reversion,DE,529900J85179DYYXOW67,,,,,,,Kapstadtring 8,Hamburg,22297,GLEIF
ALAS INVESTMENTS LIMITED,alas investments,GB,64883DWBWA45L4L50623,,,,,,,5 Caxmere Drive,Nottingham,NG8 1GG,GLEIF
BP PHC GUERNSEY LIMITED,bp phc guernsey,GG,213800P8U1VKTSJWWQ51,,,,,,,LES ECHELONS COURT LES ECHELONS,ST PETER PORT,GY1 1AR,GLEIF
WINSOME HOLDINGS & INVESTMENTS LIMITED,winsome holdings & investments,IN,6488J6LY9LJ8H201M865,,,,,,,28/1 SHAKESPEARE SARANI West Bengal,KOLKATA,700017,GLEIF
ANCHORAGE CLO ECM L L C SCF III INVESTMENT SERIES,anchorage clo ecm l l c scf iii investment series,US,636700HG2OWQ8HWDCS12,,,,,,,C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,19808,GLEIF
TS MACCHINE INDUSTRIALI S R L,ts macchine industriali s r l,IT,8156005CC9346F6E1064,,,,,,,"VIA E. FERRI, 41",BRESCIA,25123,GLEIF
MANET AS,manet,NO,6488QL4KJ9661EGB4046,,,,,,,Kaffijordet 40,FÆRVIK,4818,GLEIF
FLEMMING ANDERSEN ARKITEKTER A S,flemming andersen arkitekter a s,DK,9845005HDCE68EB45C20,,,,,,,Skovshoved Terrasse 8,Charlottenlund,2920,GLEIF
Vintage X Flagship Offshore LP,vintage x flagship offshore,KY,984500E449B1ECB9E140,,,,,,,One Nexus Way Camana Bay,Grand Cayman,KY1-9005,GLEIF
T-REX 2X Long FIG Daily Target ETF,t-rex 2x long fig daily target etf,US,254900TWN6VTJMOCJZ80,,,,,,,"c/o Capitol Services, Inc. 108 Lakeland Ave.",Dover,19901,GLEIF
,,CY,98450046C01F450D4911,,,,,,,"Ανδρέα Παρασκευά, 27 Δασούπολη",Λευκωσία,2024,GLEIF
JP BHARAT REALTORS,jp bharat realtors,IN,335800BXXIDDFC41SQ16,,,,,,,"ROOM NO. 602, 6TH FLOOR ROYAL CENTRE G.S ROAD ULUBARI",GUWAHATI,781007,GLEIF
JULOLI,juloli,FR,969500LD76MXPJ98KU95,,,,,,,115 AVENUE MARECHAL DE SAXE,LYON,69003,GLEIF
FELDI SRL,feldi srl,IT,529900TUPU3EMHPVG912,,,,,,,VIA PERUGINO 10,Seriate,24068,GLEIF
Cymer LLC,cymer,US,254900VJAX0103G7JE02,,,,,,,C/O C T CORPORATION SYSTEM 701 S CARON ST STE 200,CARSON CITY,89701,GLEIF
Kraft Private Equity 2025 AS,kraft private equity 2025,NO,64880BQF127S6L8HR640,,,,,,,Cort Adlers gate 30,Oslo,0254,GLEIF
Wellington Growth Lending Cayman SPV 1 L P,wellington growth lending cayman spv 1 l p,KY,984500F7FZ8CC98B5360,,,,,,,89 Nexus Way Camana Bay,Grand Cayman,KY1-9009,GLEIF
A B Klon,a b klon,DK,9845005823884HC11263,,,,,,,Chr. Winthers Vej 7,Frederiksberg C,1860,GLEIF
PECTO MANAGEMENT AS,pecto management,NO,254900DVS7F1CYWIAQ91,,,,,,,Nydalsveien 15,OSLO,0484,GLEIF
Strohm B V,strohm b v,NL,724500OE91ODSWK9RI20,,,,,,,Monnickendamkade 1,IJmuiden,1976EC,GLEIF
LA SOCIETA PADRINI,la societa padrini,DK,984500F75444B5DU5D04,,,,,,,"Islands Brygge 92, 10. 3.",København,2300,GLEIF
INTERNATIONAL BUDDHIST MONKS CHARITABLE TRUST,international buddhist monks charitable trust,IN,984500F817DEBC7D0R18,,,,,,,"NALANDA JNANA MATHU ADHYAYANA KENDRA NEAR GOVERNMENT MEDICAL COLLEGE, YEDABETTA",CHAMARAJANAGAR,571313,GLEIF
AGARWALLA AND COMPANY,agarwalla and,IN,335800DD8GSEARPY4R54,,,,,,,"WARD NO.24, HOLDING NO.107/A, MALGODOWN, MALGODOWN, COLLEGE SQUARE, CUTTACK, ODISHA,",CUTTACK,753003,GLEIF
LIMPIEZAS GONGORA S L,limpiezas gongora s l,ES,959800TVGNJ7VVEWM585,,,,,,,C/ ALCOCER 47 3º A,Madrid,28021,GLEIF
M H WAGAJKAR,m h wagajkar,IN,64881QO1N19J0ZF5D822,,,,,,,"WARD NO. 3, MAHAVEER PATH, BARAMATI Maharashtra",Pune,413102,GLEIF
T950202002,t950202002,JP,3538006VOAY9K5LXSA87,,,,,,,赤坂一丁目8番1号　赤坂インターシティAIR,東京都 港区,107-8472,GLEIF
OAKLEY8 LIMITED,oakley8,GB,89450088PIS73VCADM80,,,,,,,THE OLD CASINO,HOVE,BN3 2PJ,GLEIF
HENCRAFT FOODS PRIVATE LIMITED,hencraft foods private,IN,335800G53MMXWGM58M14,,,,,,,"G203 RITU PARADISE CHS, MIRA BHAYANDER ROAD, MIRA ROAD,",THANE,401107,GLEIF
HERITAGE POINT CANALSIDE OWNER LLC,heritage point canalside owner,US,254900E053POTLOIR661,,,,,,,"C/O CAPITOL SERVICES, INC. 108 LAKELAND AVE.",DOVER,19901,GLEIF
Pirbright Investment Club,pirbright investment club,GB,98450056E6ED78695E20,,,,,,,Wood House Stanford Common Pirbright,Woking,GU24 0DH,GLEIF
Pitzner Holding ApS,pitzner holding aps,DK,25490082OCWMHXE9GY51,,,,,,,"Lavendelstraede 17C, 3.",Kobenhavn K,1462,GLEIF
SUSHANTEE SAHOO,sushantee sahoo,IN,6488C3788MPRQOF06964,,,,,,,"N S NAGAR, BHARATPUR, TALCHER, BADASINGIDA Odisha",Angul,759148,GLEIF
ECOTHRUST BIO ENERGY PRIVATE LIMITED,ecothrust bio energy private,IN,6488H2XPR58Q1I415C53,,,,,,,"Mahaveerp, Dabra, Madhya Pradesh",Gwalior,475110,GLEIF
Lemniscaat beleggingen B V,lemniscaat beleggingen b v,NL,724500WF393VAH86RF95,,,,,,,Graeterweg 25,Swalmen,6071ND,GLEIF
KALAA ENGINEARING,kalaa enginearing,IN,335800OA8RCCPGDXMK44,,,,,,,CHANDRA SHEKHAR AZAD MARG SABJI MANDI CHAKLA MOHALLA,SEHORE,466001,GLEIF
STAR FOODS PRIVATE LIMITED,star foods private,IN,64881GU7A823WVC49O24,,,,,,,"SHOP NO. 46, NEW GRAIN MARKET, HOSHIARPUR ROAD Phagwara, Punjab",Kapurthala,144401,GLEIF
Amar&Monadel AB,amar&monadel,SE,98450070DC450D99EF94,,,,,,,Gunnar strängs väg 26,HÄSSELBY,165 70,GLEIF
MA RI BA S R L,ma ri ba s r l,IT,529900LU6IFZFBXZ2X86,,,,,,,VIA LABIRINTO 10,Brescia,25125,GLEIF
MATERIAY BUDOWLANE REALBUD SPOKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,materiay budowlane realbud spoka z ograniczona odpowiedzialnoscia,PL,259400NFD8SDZ67TSB72,,,,,,,Bydgoszcz Fabryczna 6A,Bydgoszcz,85-741,GLEIF
CO SI T COOPERATIVA SICILIANA TRASPORTI SOCIETA COOPERATIVA,si t cooperativa siciliana trasporti societa cooperativa,IT,815600EB80D83494FB82,,,,,,,"VIA GEN. CASCINO, 157",GELA,93012,GLEIF
Cupp Burger Reigerstraat B V,cupp burger reigerstraat b v,NL,724500YUTR2268S5M434,,,,,,,Burgemeester Reigerstraat 63,Utrecht,3581KN,GLEIF
SIA Cerins FURNITURE,sia cerins furniture,LV,6488WQ6GZ1398C2S6I23,,,,,,,Ziedu iela 19 Berģi Garkalnes pag. Ropažu nov.,Berģi,LV-2137,GLEIF
KANYAKUMARI POLYMERS PVT LTD,kanyakumari polymers pvt,IN,64887P0CANLO8416U913,,,,,,,"38/498-C, THRIPTHY LANE, MANORAMA JUNCTION BEHIND CHOICE TOWERS, Kerala",Ernakulam,682036,GLEIF
MAHA SHAKTHI MINERALS,maha shakthi minerals,IN,33580088RA1IRJZ76Q78,,,,,,,"NO 1583/1, D B ROAD OPP RMZ APT COMPLEX KHB MUSS DENNYPUB, BENGALURU",BENGALURU URBAN,560064,GLEIF
SRI VAARAAHI COTTON INDUSTRIES,sri vaaraahi cotton industries,IN,335800JVYB1HUEFLE511,,,,,,,"SY NO 55/1 56 AND HNO-2-89 GAJEGUDEM, NAGAMPET, GAJEGUDEM KUMURAM BHEEM",ASIFABAD,504296,GLEIF
T-Rex 2X Long XRP Daily Target ETF,t-rex 2x long xrp daily target etf,US,254900PQB3J1595KR431,,,,,,,"C/O CAPITOL SERVICES, INC. 108 LAKELAND AVE.",DOVER,19901,GLEIF
HARSHAL PATWA,harshal patwa,IN,984500C806QFF2E3BE53,,,,,,,"01, VILLAGE BAMNIA, TEHSIL PETLAWAD",JHABUA,457770,GLEIF
THE KERSY COMPANY GmbH & Co KG,the kersy & kg,DE,3912000I2DT1WZPGHJ90,,,,,,,Lindenallee 21,Bad Orb,63619,GLEIF
TURBO CAST INDIA PRIVATE LIMITED,turbo cast india private,IN,9845006FD59F0D6F8D16,,,,,,,"35, SATYAM, OPP. BIG BAZAR, SILVER SAND, 150 FEET RING ROAD",RAJKOT,360005,GLEIF
ZIMS SECURITY PRIVATE LIMITED,zims security private,PK,25490008Y7M7YHXF9096,,,,,,,3 & 8 AMBER PALACE S.M.C.H.S,KARACHI,75350,GLEIF
DELBAI,delbai,FR,9695005FPGS44TH6FA92,,,,,,,14 RUE PAUL CLAUDEL,SAINT-PRIEST,69800,GLEIF
Aether Term Borrower LLC,aether term borrower,US,2549004B29NTCIQ4QK14,,,,,,,C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST,WILMINGTON,19801,GLEIF
Blesspay UAB,blesspay uab,LT,8945006CT1MML2TITM74,,,,,,,Jurgio Baltrušaičio g. 11-124,Vilnius,06145,GLEIF
KARISHMA ENGINEERING GARAGE WORKSHOP,karishma engineering garage workshop,IN,8945008NC3Y4R3OTJE49,,,,,,,"PAHARI BUJURG CHIRGAON, MAIN ROAD, CHIRGAON",JHANSI,284301,GLEIF
SPORTING ENTERTAINMENT S A,sporting entertainment s a,PT,9845005F6F14A5E6CC69,,,,,,,Estádio José Alvalade - Rua Professor Fernando da Fonseca,Lisboa,1600-616,GLEIF
MORALYS LIMITED,moralys,GG,213800IUSGFF6K6KEY41,,,,,,,CONNAUGHT HOUSE ST JULIAN'S AVENUE,ST PETER PORT,GY1 1GZ,GLEIF
JITENDRA SHUKLA,jitendra shukla,IN,98450092CH9D176G9823,,,,,,,"FIRST FLOOR, 1500-1502/3, RAM GALI BHAGIRATH PLACE",Delhi,110006,GLEIF
CRISTAL INVESTISSEMENTS,cristal investissements,FR,9695003GJ0NJBEB0O287,,,,,,,35 AVENUE DES NOUETTES,NANTES,44100,GLEIF
M S SHILPI SAILESH KHEMKA,m s shilpi sailesh khemka,IN,98450052ACK7105E6F06,,,,,,,"2ND FLOOR, F.S.TOWER, SALABATPURA, RING ROAD RUSHABH PETROL PUMP LANE",SURAT,395002,GLEIF
KONEKT GROUP LIMITED,konekt group,GB,9845003EB87D70DCCC86,,,,,,,3rd Floor 86-90 Paul Street,London,EC2A 4NE,GLEIF
V K JEWELLERS,v k jewellers,IN,6488V96539C8DG6RRD21,,,,,,,"HEMRATANA PALACE, SHOP NO. 2, 6 - PRAHLAD PLOT CORNER PALACE ROAD, Gujarat",RAJKOT,360001,GLEIF
RAITA BHARAT PARTY,raita bharat party,IN,984500E08D75810M5277,,,,,,,Sector No.31 Plot No.31/A Navanagar,Bagalkot,587101,GLEIF
NIRMAL SINGH,nirmal singh,IN,64880Y7Q18UJ260PTQ80,,,,,,,"KHASRA NO. -296, KHATA NO. -26/72, G T ROAD NEAR GMR HOTEL NEAR GMR HOTEL, Mandi Govindgarh, Punjab",Fatehgarh Sahib,147301,GLEIF
Peladici AB,peladici,SE,984500A58F48E3B77559,,,,,,,Hareslättsvägen 7,MARSTRAND,442 66,GLEIF
DVJ DESIGN LTD,dvj design,GB,9845007847C24D852D46,,,,,,,409-411 Croydon Road,Beckenham,BR3 3PP,GLEIF
PARAGON INDUSTRIES,paragon industries,IN,984500482E007387UB70,,,,,,,"plot no 1312, phase 3, nr.vijay transport, vatva gidc",Ahmedabad,382445,GLEIF
M S ARUN HOSPITAL & TRUMA CARE HOME,m s arun hospital & truma care home,IN,6488G77LWJO6WZ958041,,,,,,,"No.15, THIYAGARAJAPURAM TAMIL NADU",VELLORE,632001,GLEIF
RODIPLENI S L,rodipleni s l,ES,959800RRZW4ZE9JQF881,,,,,,,C/ ALCOCER 47 3º A,Madrid,28021,GLEIF
KAMBEK LTD,kambek,GB,984500BFC2D677E8B424,,,,,,,27 North Avenue,Coalville,LE67 3QX,GLEIF
INNOVUS CLEANTECH PRIVATE LIMITED,innovus cleantech private,IN,335800ED2I3BNIY6QM12,,,,,,,"PLOT NO 596/81, YOGI ESTATE 4,JITALI, ANKLESHWAR IE, ANKLESHWAR,",VADODARA,393002,GLEIF
J R EDIBLE OILS LLP,j r edible oils llp,IN,335800FQ8662BYYYMX84,,,,,,,"G 26 27, INDUSTRIAL AREA KISHANGARH BAS KHAIRTHAL",KHAIRTHAL,301404,GLEIF
RING AFRICA IMPACT VENTURE CAPITAL I - SUB-FUND 2,ring africa impact venture capital i - sub-fund 2,FR,9695001EZQCXQTCBZV36,,,,,,,2 RUE FAVART,PARIS,75002,GLEIF
PRESTA - MR VIGNE,presta - mr vigne,FR,894500A7ZY0NO94EBU21,,,,,,,9 rue des aumones,beaune,21200,GLEIF
FIDEICOMISO F-3 MASTER TRUST VIII F 5112,fideicomiso f-3 master trust viii f 5112,MX,4469000001ELDYXQ7T70,,,,,,,AV. PASEO DE LAS PALMAS 1005 PISO 7 Lomas de Chapultepec VI Sección Miguel Hidalgo,Ciudad de México,11000,GLEIF
PALMER SQUARE EUROPEAN LOAN FUNDING 2026-2 DESIGNATED ACTIVITY COMPANY,palmer square european loan funding 2026-2 designated activity,IE,2549006Z1SXSN263QP40,,,,,,,32 Molesworth Street Dublin 2,Dublin,D02 Y512,GLEIF
WRDKCAPITAL GROUP LLC,wrdkcapital group,MH,9845009A898C06EPFB86,,,,,,,"Trust Company Complex, Ajeltake Road, Ajeltake, Island,",Majuro,96960,GLEIF
EURO TECHNOLOGIES,euro technologies,IN,894500888W4W6XCNEY32,,,,,,,"GROUND FLOOR, G-5, VARDHMAN FORTUNE MALL, COMMUNITY CENTRE, STREE NO. GTK ROAD,, GTK INDL AREA LANDMARK, North Delhi, Delhi,",North Delhi,110033,GLEIF
BALZAM FOOD S R L,balzam food s r l,IT,815600EB1EBD303D4828,,,,,,,"VIA RUBINI, 6",COMO,22100,GLEIF
MOHAMMAD SAJID,mohammad sajid,IN,64885141K45FEBJ2XR40,,,,,,,"8/A-031, SECTOR-8, Gautambuddha Nagar Uttar Pradesh",NOIDA,201301,GLEIF
SHREE RADHE TRANSPORT,shree radhe transport,IN,8945006WIJWWAP22KQ64,,,,,,,"Floor no: PO/PS BARBIL KHATA NO:458/1509,PLOT NO. 1328/2525&1878/2526, AT- BARBIL UNIT NO 7 BACKSIDE OF BIKASH MAHAL, SUB JAIL ROAD BARBIL, Landmark-COMMUNITY HEALTH CENTRE BARBIL , KENDUJHAR ODISHA",BARBIL,758035,GLEIF
OOGARTS SILKE SWINNEN,oogarts silke swinnen,BE,699400GF3B1O9JWGIG11,,,,,,,Winterdijk 12,Pelt,3910,GLEIF
GPS READYMIX,gps readymix,IN,64884SE3462W3CN1QV27,,,,,,,"Ground Floor, Gat No. 219, Old Mumbai Pune Highway, Gram Panchayat Shilatne At Shilatane Post Karla, Lonavala, Maharashtra",Pune,410405,GLEIF
ASAP,asap,FR,969500OWBV892J4V0417,,,,,,,11 RUE DE LA CITE FOULC,NIMES,30000,GLEIF
Filadelfie -Pristav Oldrichovice,filadelfie -pristav oldrichovice,CZ,315700VE303S5MJA9M83,,,,,,,249,Třinec,739 61,GLEIF
SIPADAN BeteiligungsgesmbH,sipadan beteiligungsgesmbh,AT,529900OZBCDAAS37O971,,,,,,,Woltergasse 1,Wien,1130,GLEIF
SILV Fund Ltd,silv fund,KY,254900HX7GE6A274N310,,,,,,,C/O Walkers Corporate Limited 190 Elgin Avenue Grand Cayman,George Town,KY1-9008,GLEIF
VAISHNO ASSOCIATES,vaishno associates,IN,6488F4627MCX5H93QL39,,,,,,,"HOUSE NO. 57, C/O YOGENDRA SINGH, PRABHAT VIHAR COLONY Madhya Pradesh",SATNA,485001,GLEIF
SHYAM DECORWOODS LLP,shyam decorwoods llp,IN,3358005UMXD55O8BXJ15,,,,,,,"R.S. NO. 362/1 MITHI ROHAR GANDHIDHAM, KACHCHH",GANDHIDHAM,370201,GLEIF
CITY MONTESSORI GROUP OF SCHOOLS TRUST,city montessori group of schools trust,IN,984500FP9D60157QDC68,,,,,,,"824, Shweta Bhawan Near City Montessori School Satya Premi Nagar Nawabganj",BARA BANKI,225001,GLEIF
Rajasthan Transport Company,rajasthan transport,IN,894500916ZD87FDYFE38,,,,,,,"RAJASTHAN TRANSPORT CO, MAHAVIR PURA, LAKHERI",Bundi,323613,GLEIF
BURNETT JOEL LTD,burnett joel,GB,98450060ED6584FI0617,,,,,,,Suit A 82 James Carter Road Mildenhall,Bury St. Edmunds,IP28 7DE,GLEIF
SURECOLORR LLP,surecolorr llp,IN,984500F8KBAFD3C39524,,,,,,,"125, First Floor, Lado Sarai, Gadaipur",New Delhi,110030,GLEIF
FINCAS IBERICA 2004 SLU,fincas iberica 2004 slu,ES,959800PH4253UJYNNQ84,,,,,,,CALLE NAVARRA 33 LOCAL 2,Mairena del Aljarafe,41927,GLEIF
CALL&TALK SL,call&talk sl,ES,8945008EV8QWN4JGJU23,,,,,,,"C/ BELGICA, 2 - 12",Madrid,28042,GLEIF
SRI SHIVASAKTHI AGENCIES,sri shivasakthi agencies,IN,6488D81K15Z65O3MXV69,,,,,,,"1/48, KONDICHETTIPATTI Tamil Nadu",Namakkal,637001,GLEIF
GANDHI,gandhi,IN,6488WS2MT5R7R336J389,,,,,,,"NO. 2, 3, 4/506, PAMPATTI STREET, EAST GATE THANJAVUR Tamil Nadu",Thanjavur,613001,GLEIF
Bainbridge HQK All-Season,bainbridge hqk all-season,LU,254900TSCJIO2DWT9515,,,,,,,11 AVENUE EMILE REUTER,LUXEMBOURG,L-2420,GLEIF
SINGH BROTHERS,singh brothers,IN,3358002499SKHKSOOI18,,,,,,,"SINGH BROTHERS, BISHANPURA, PATIALA ROAD, SUNAM, SANGRUR, PUNJAB,",SUNAM,148028,GLEIF
Klussenbedrijf Ercan,klussenbedrijf ercan,NL,64886BD028C0TFFN6332,,,,,,,Jan van Zutphenstraat 517,Amsterdam,1069 RS,GLEIF
The Trustee for PETER SALVESTRO FAMILY TRUST,the trustee for peter salvestro family trust,AU,984500910BC2BD508919,,,,,,,135 Yambil Street,GRIFFITH,2680,GLEIF
SHREE BALAJI CHARITABLE TRUST,shree balaji charitable trust,IN,648834CD1ZB0499GDY44,,,,,,,"1, Kandhla Road, Indian Oil Petrol Pump Budhana, Uttar Pradesh",Muzaffarnagar,251309,GLEIF
6 DEGREE,6 degree,IN,3358009WWFD7FJMXMA23,,,,,,,"3, B6, SIX 6 DEGREE, SAFDARJUNG ENCLAVE",NEW DELHI,110029,GLEIF
Manulife Investment Management III Institutional ICAV,manulife investment management iii institutional icav,IE,254900G799T78CON4T56,,,,,,,The Exchange George's Dock International Financial Services Centre Dublin 1,Dublin,D01 P2V6,GLEIF
STELL SMART S L,stell smart s l,ES,254900ZP50WA4VFIYD65,,,,,,,PZ ALCALDE ARMENGOU Num.2 P.EN PTA.4,BARCELONA,08242,GLEIF
A J ENTERPRISES,a j enterprises,IN,6488XYJN8683QS26T021,,,,,,,"IInd FLOOR, M.C. No. 1367, KRISHNA GALI DARIBA KALAN",DELHI,110006,GLEIF
CASEIFICIO CAVALIERE S R L,caseificio cavaliere s r l,IT,8156002A93BA35B8CB73,,,,,,,"VIA DELLE LUCCIOLE, SNC",CAPUA,81043,GLEIF
NEW PODDAR TRACTOR CO,new poddar tractor,IN,6488SPH2R2096LB18H94,,,,,,,"1st Floor, 1, Martin Burn Building, Rajendra N Mukherjee Road Federal Bank ATM, Lal Bazar, West Bengal",Kolkata,700001,GLEIF
CDL,cdl,FR,969500FJFSLWVK326X86,,,,,,,34 BD MAL DE LATTRE DE TASSIGNY,COGOLIN,83310,GLEIF
INNOVIS TELECOM SERVICES PRIVATE LIMITED,innovis telecom services private,IN,64886G0SNQEGY0079263,,,,,,,"426-428, JMD Megapolis Sohna Road, Sector-48 Haryana",Gurgaon,122018,GLEIF
SPB RE VENTURES LLP,spb re ventures llp,IN,335800NQRX7JPTZN2S02,,,,,,,"UNIT NO.1106, 11TH FLOOR, PLOT NO. XI BLOCK EP AND GP, SECTOR-V SALT LAKE, BIDHAN NAGAR CK MARKET NORTH 24 PARGANAS",NORTH TWENTY-FOUR PARGANAS,700091,GLEIF
201 WATSON ROAD PROPCO LLC,201 watson road propco,US,254900NPUEB1EAWZKM62,,,,,,,C/O NUCO FILINGS CORP. 614 N DUPONT HWY SUITE 210,DOVER,19901,GLEIF
RAKSHA,raksha,IN,6488W333Z3TMR9L79F97,,,,,,,"LOHARU ROAD PILANI, WARD NO. 22, SURAJGARH PILANI, Rajasthan",Jhunjhunu,333031,GLEIF
CVC-INFRA Global Private Infrastructure,cvc-infra global private infrastructure,LU,254900EDI2GKLJUDWJ98,,,,,,,"Vertigo Building - Polaris, 2-4, rue Eugene Ruppert",Luxembourg,L-2453,GLEIF
YAJNASHRI FOODS PRIVATE LIMITED,yajnashri foods private,IN,335800S4F5W3N1KYXA58,,,,,,,"19/506 F 20 A SAHIBABAD PALA AGRA ROAD, ALIGARH, ALIGARH, UTTAR PRADESH, INDIA,",ALIGARH,202001,GLEIF
AGGARWAL SALES CORPORATION,aggarwal sales,IN,6488ZANK29O8H1425J15,,,,,,,"PLOT NO. 123-A, OPPOSITE GOVT. MODEL SCHOOL Makhan Majra Road, MAHAKHAN MAJRA",Chandigarh,160101,GLEIF
Eldon Jure B V,eldon jure b v,NL,724500J651VWKR68YB38,,,,,,,Rijnlaan 74,Heemstede,2105XR,GLEIF
