name,name_norm,country,lei,wikidata_qid,alias1,alias2,alias3,alias4,alias5,address,city,postal_code,source
TENEX S R L - IN LIQUIDAZIONE,tenex s r l - in liquidazione,IT,8156007A08B2FCAA1557,,,,,,,"VIA IX AGOSTO, 11",GORIZIA,34170,GLEIF
HOTEL BHAGWATI-VEG RESTAURANT,hotel bhagwati-veg restaurant,IN,6488PU105H7FH0K8A743,,,,,,,"GROUND FLOOR, SHOP-27, KESAR RESIDENCY SECTOR-3, KANDIVALI WEST, Maharashtra",Mumbai,400067,GLEIF
Star Village Limited,star village,WS,9845004D87CBEA96FZ88,,,,,,,"Vistra Corporate Services Centre Ground Floor, NPF Building Beach Road",Apia,WS1312,GLEIF
Sixtus Stark GmbH Leistenfabrik Holzimport,sixtus stark leistenfabrik holzimport,DE,984500753A93F1JA2B44,,,,,,,Hagenbach 2,Offenburg,77656,GLEIF
CHICAGO PLACE LLC,chicago place,US,254900EXGMS67H1NPX30,,,,,,,c/o SHANE L ADAMS 1628 W COLONIAL PARKWAY,INVERNESS,60067,GLEIF
Jospu Holding B V,jospu holding b v,NL,724500JE4BL42SQQRO35,,,,,,,Randweg 11,Nederhorst den Berg,1394NA,GLEIF
BHAVYA TRADING COMPANY,bhavya trading,IN,335800BZE886MZCQYK52,,,,,,,"4TH FLOOR, 401, QUEENS TOWER KHANDELWAL NAGAR, INDORE GPO POST OFFICE",INDORE,452001,GLEIF
MYRINDA SUN SL,myrinda sun sl,ES,959800BKJKH00W1WVJ59,,,,,,,PASEO DE LA CASTELLANA 94 4º 1º,Madrid,28046,GLEIF
Kirchenstiftung Ruderting St Josef,kirchenstiftung ruderting st josef,DE,894500AKS0LDNPIDMY92,,,,,,,Passauer Str. 1,Ruderting,94161,GLEIF
Fifth State Limited,fifth state,GB,254900C9A8PFNYGM2871,,,,,,,Summit House 170 Finchley Road,London,NW3 6BP,GLEIF
BETF UNIPESSOAL LDA,betf unipessoal lda,PT,98450012E59A4407B189,,,,,,,"Avenida Clotilde, 52 - 14",Estoril,2765-211,GLEIF
ARPITHA CHARITABLE TRUST,arpitha charitable trust,IN,984500C583D89N6CE921,,,,,,,"Nanjapura, Lakkojanahalli, Kailancha Hobli",Ramanagara,562159,GLEIF
BASHA STEEL,basha steel,IN,984500D2A0M49B36D154,,,,,,,"3, Rathinasamypuram",Salem,636009,GLEIF
FUTURISTIC INDUSTRIES PRIVATE LIMITED,futuristic industries private,IN,8945007HX18M13XAIY12,,,,,,,"C/O SARASWATI ENTERPRISES, ADJACENT DTPL, MKT-KKP BYE PASS ROAD, NEAR FOCAL POINT, KOTKAPURA",FARIDKOT,151204,GLEIF
ECLIPSE COMMERCIAL HOLDINGS LIMITED,eclipse commercial holdings,GB,2138001NBIFEAW5VQQ20,,,,,,,BAY HOUSE TAWE BUSINESS VILLAGE SWANSEA ENTERPRISE PARK,SWANSEA,SA7 9LA,GLEIF
MARLON FEDRIZZI,marlon fedrizzi,BR,8945007IZU2ZHZ8G3U04,,,,,,,RUA TEREZINA,CAMPO NOVO DO PARECIS,78360-000,GLEIF
MY RESIDENTIALS LTD,my residentials,GB,984500C456C4C1CA5A29,,,,,,,26 Honeygate,Luton,LU2 7EP,GLEIF
PARV PAPERS PRIVATE LIMITED,parv papers private,IN,6488QMMGHO029725D583,,,,,,,10th Km Jolly Road Village Sikhreda Uttar Pradesh,Muzaffarnagar,251001,GLEIF
THE THOMAS RICHARD BAGNALL MAINTENANCE AND EDUCATION TRUST,the thomas richard bagnall maintenance and education trust,GB,2138002CUBDUH6RA7L96,,,,,,,21 TREFOIL ROAD,LONDON,SW18 2EG,GLEIF
Golden Gateways LLC,golden gateways,KY,254900PTHOWL7SR90810,,,,,,,"C/O Ocorian Trust (Cayman) Limited P.O. Box 1350 Windward 3, Regatta Office Park Grand Cayman",George Town,KY1-1108,GLEIF
FysiOivallus Oy,fysioivallus,FI,743700Z3KII4S9NM1N31,,,,,,,Havukkalahdenkatu 26 70840 KUOPIO,KUOPIO,FI-70840,GLEIF
M S RADHA KRISHAN COLD STORAGE SORON,m s radha krishan cold storage soron,IN,335800W8MW4KEII59S70,,,,,,,BHAMMY NAGLA BASANT NAGAR ROAD SORON,KASGANJ,207403,GLEIF
MIDA HOLDING S R L,mida holding s r l,IT,815600557CC495127839,,,,,,,"VIALE FRATELLI ROSSELLI, 46",PESARO,61121,GLEIF
VALIANT REAL ESTATE USA INC,valiant real estate usa,US,254900STL7OFRMU65064,,,,,,,C/O CORPOMAX INC. 2915 OGLETOWN RD,NEWARK,19713,GLEIF
VINYASA REALTY PRIVATE LIMITED,vinyasa realty private,IN,6488F7JT8SM7P902F689,,,,,,,"No. 3, Ganapathy Colony, 3rd Street, Off. Cenotaph Road Teynampet, Tamil Nadu",Chennai,600018,GLEIF
BUNTING CAPITAL LIMITED,bunting capital,GB,6488797IEOJ4K2H0P954,,,,,,,20 Market Hill C/O Grineaux Accountants Ltd,Southam,CV47 0HF,GLEIF
Select Asterisk B V,select asterisk b v,NL,724500O6H1SXS5NZGI77,,,,,,,De entree 201,Amsterdam,1101HG,GLEIF
BAL OWNER LP,bal owner,CA,254900YXEMC2MHH9GI05,,,,,,,100 King Street West 1 First Canadian Place Unit 6200,Toronto,M5X 1B8,GLEIF
SRI PERIYAYI MODERN RICE MILL,sri periyayi modern rice mill,IN,3358007SCWBDREEHSG58,,,,,,,"78/2, SRI PERIYAYI MODERN RICE MILL, KALLAI ROAD, PERUVANGUR VILUPPURAM",KALLAKURICHI,606202,GLEIF
2K PARTNER SPOKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2k partner spoka z ograniczona odpowiedzialnoscia,PL,259400CT7I1WED41DO27,,,,,,,Warszawa Zabraniecka 37/41,Warszawa,03-787,GLEIF
WL LEAGUE PRIVATE LIMITED,wl league private,IN,648886QPPX39O07Y4X24,,,,,,,"(STUDIO-N) SY NO. 70, NARNE NAGAR, BESIDE LANCOHILLS MANIKONDA, Telangana",Hyderabad,500075,GLEIF
IAG GROWTH LTD,iag growth,GB,213800GPIMVEF4URYB65,,,,,,,OAKWOOD ST ANDREWS AVENUE MORLEY,LEEDS,LS27 0JU,GLEIF
HRV CONGLOMERATE PRIVATE LIMITED,hrv conglomerate private,IN,8945008J0WKMVMG77U93,,,,,,,"KH. NO. 1890, G.F. SAI VATIKA, OPP SEWA DHAM",MANDOLI,110093,GLEIF
MADAN TRACTORS,madan tractors,IN,335800Z5LO3VG2P2VJ03,,,,,,,"0, HATHRAS ROAD, NEAR INDIA COLD STORAGE, ETMADPUR NANDLALPUR,",AGRA,282006,GLEIF
RUDRAKSH BUILDCON,rudraksh buildcon,IN,8945008Y44DVFSSDCA07,,,,,,,"A 25, AANGAN VILLA, BAREJA",Ahmedabad,382425,GLEIF
SKYLINE METALLOIDS,skyline metalloids,IN,6488A0UM5FX2D0242O11,,,,,,,"XX/1084/698A, KAUMUDI NAGAR, PALLITHOTTAM Kerala",Kollam,691006,GLEIF
ECRED AGGREGATOR SCSP,ecred aggregator scsp,LU,25490075YCQ9IJOUII66,,,,,,,"287-289, Route D'Arlon",Luxembourg,L-1150,GLEIF
LILIAN MITCHELL TRUST,lilian mitchell trust,GB,2138002J5LULOLZ24U73,,,,,,,208 RAVENSBOURNE AVENUE BECKENHAM,KENT,BR3 5HG,GLEIF
LOANX WISTERIA SEP 2025,loanx wisteria sep 2025,IN,335800UR8LD3GEYI2T10,,,,,,,901 9TH FLOOR TOWER B PENINSULA BUSINESS PARK SENAPATI BAPAT MARG LOWER PAREL (W),MUMBAI,400013,GLEIF
M S JAWAHAR AUTOMOBILES,m s jawahar automobiles,IN,8945006A6TAKQE7KP626,,,,,,,"JAWAHAR BAGH, GMD ROAD",Moradabad,244001,GLEIF
URBAN PARFUM SL,urban parfum sl,ES,959800PLKXVGM6BW9150,,,,,,,Calle Rumania 4 Nave 2,Alcalá de Henares,28802,GLEIF
AOWI AB,aowi,SE,98450009CE7AB96F5A68,,,,,,,Välatorpsvägen 11,HELSINGBORG,254 68,GLEIF
PROBITY HEALTHCARE LLP,probity healthcare llp,IN,6488N4DV3ODQ553P7991,,,,,,,"Plot No.-51, Chockalingam Street Vinayakapuram Nungambakkam, Tamil Nadu",Chennai,600034,GLEIF
M J M Harink en N A Harink,m j m harink en n a harink,NL,724500ZZMHHXRGHHPC02,,,,,,,Koldeweesweg 24,Heeten,8111NV,GLEIF
Ovivo Water Inc,ovivo water,CA,25490048DVJKNN17QZ51,,,,,,,1010 Rue Sherbrooke O Suite 1700,Montreal,H3A 2R7,GLEIF
Victoria VR Group a s,victoria vr group a s,CZ,315700VWFBCDG4DHQ530,,,,,,,Václavské náměstí 796/42,Praha,110 00,GLEIF
AMENGUAL DOLS SA,amengual dols,ES,984500D8D53B856C6585,,,,,,,"16 de julio, 20",PALMA,07009,GLEIF
BRISALIN S L,brisalin s l,ES,959800N0GMVS1LWGW217,,,,,,,AV. JAUME I 88 BJ,Mollet del Vallès,08100,GLEIF
STRATEGIC VALUE WEALTH MANAGEMENT LTD,strategic value wealth management,GB,894500ABDW3JPUDQQ250,,,,,,,"C/O Arafino Advisory Limited Central Court 25, Southampton Buildings,",London,WC2A 1AL,GLEIF
N9RS HOLDINGS LLC,n9rs holdings,US,2549002ABVO3E266Z564,,,,,,,C/O ROBERT L SNYDER 5300 ROYAL LANE,DALLAS,75229,GLEIF
DHANRAJI CHARITABLE TRUST,dhanraji charitable trust,IN,984500EJA748A6C7DF02,,,,,,,"Khutahan road, Shahganj, Bishunpur",JAUNPUR,223103,GLEIF
CLEAN MAX LAGUNA PRIVATE LIMITED,clean max laguna private,IN,3358006F8X6RB9NC4L55,,,,,,,"OFFICE NO. 1301 MANISHA, CORPORATE PARK MG ROAD, MUMBAI,",MUMBAI,400080,GLEIF
EFFECTIS,effectis,BE,875500ZKN39LP81S6B70,,,,,,,Zuiderlaan 1-3,Gent,9000,GLEIF
BUCCHERI-KOCH DISCRETIONARY TRUST,buccheri-koch discretionary trust,GB,9845001E48ZB810F7F40,,,,,,,34 Selborne Road,Margate,CT9 3SP,GLEIF
GVU INC,gvu,US,984500R36Y0BAA0C5942,,,,,,,4640 Hedgcoxe Rd. #1212,Plano,75024,GLEIF
Duckling Capital Global Equities,duckling capital global equities,IE,529900VSTKM94ZXAUD37,,,,,,,"Kilmore House, North Wall Quay",Dublin 1,D01 YE64,GLEIF
GUPTA CONTRACTORS PRIVATE LIMITED,gupta contractors private,IN,335800SEM822CG2B5B06,,,,,,,68-C RAJGURU NAGAR,LUDHIANA,141001,GLEIF
MST ITALIA S R L,mst italia s r l,IT,8156003E2B07C35FB210,,,,,,,"VIA MONTE PARADISO, 2A",L'AQUILA,67100,GLEIF
PAN TRANSWAYS PRIVATE LIMITED,pan transways private,IN,335800H5LOZ2GDT8HC07,,,,,,,"504, PARK PLAZA, (ICICI BANK), TAGORE HILL ROAD MORABADI,RANCHI, RANCHI, JHARKHAND, INDIA,",RANCHI,834008,GLEIF
Liftbau Holding GmbH,liftbau holding,DE,391200WR3NCPRLS6TO44,,,,,,,Hagebuttenweg 43,Oschersleben,39387,GLEIF
VED TEXTILE,ved textile,IN,6488QL9416XN4UCG1123,,,,,,,"PLOT NO. 5-B, SAI EMBROIDERY IND. PART - 1 NEAR SHREERAM CHOKDI, AMROLI SAYAN ROAD, KOSAD Gujarat",SURAT,394107,GLEIF
AAM Corporate Loan Fund III,aam corporate loan fund iii,NZ,9845004E875BDE1BA228,,,,,,,"Level 4, 44 Queen Street",Auckland CBD,1010,GLEIF
NH GP PE FII S a r l,nh gp pe fii s a r l,LU,636700FGKDANZNA9WU87,,,,,,,"4, Rue Peternelchen",Howald,L-2370,GLEIF
DWARKA ASSOCIATES,dwarka associates,IN,6488A8IV925BGCT02738,,,,,,,"GHAR NO. 6/5/271, BRAMHAN GALLI, BEGUMPURA SANJAY SMRUTI, MAHARASHTRA",AURANGABAD,431001,GLEIF
POONA EYE CARE PRIVATE LIMITED,poona eye care private,IN,33580062CTVY5Z993H15,,,,,,,"62/9, LAJWANTI APARTMENT KARVE ROAD ERANDAWANA",PUNE,411005,GLEIF
NAATH OIL PRIVATE LIMITED,naath oil private,IN,984500S58NU79B8ODF39,,,,,,,S.NO 509/2/2 GRAM PIGDAMBER TEH. MHOW DIST,INDORE,453331,GLEIF
SURENDER KUMAR,surender kumar,IN,984500CBA045A6A7BC70,,,,,,,"TEHSIL BERI, VPO DUBALDHAN KIRMAN, JHAJJAR, DISTT JHAJJAR",JHAJJAR,124202,GLEIF
Van Nielen Consultancy B V,van nielen consultancy b v,NL,724500EZ8LLQFZVWTN85,,,,,,,Bordeslaan 326,'s-Hertogenbosch,5223MV,GLEIF
MANNAZ proizvodnja posrednistvo trgovina in storitve d o o,mannaz proizvodnja posrednistvo trgovina in storitve d o o,SI,4851005KB0U8RGBW1J17,,,,,,,Lepa cesta 046 F,PORTOROŽ - PORTOROSE,6320,GLEIF
Carrix,carrix,BE,699400IYMIR2R56GIJ95,,,,,,,Ter Wal 4,Lievegem,9930,GLEIF
AD TRADITION,ad tradition,FR,8945009DIFAN9XSARU13,,,,,,,9 rue de la bate,Chavagnes,49320,GLEIF
New Blue OU,new blue ou,EE,6488I24Y9H928YVW2L74,,,,,,,Merirahu 79,Tallinn,13516,GLEIF
SITAA RATAN FOUNDATION PRIVATE LIMITED,sitaa ratan foundation private,IN,6488YJV33V5643FA3N90,,,,,,,"NO. 20, GENERAL MUTHIAH MUDALISTREET SOWCARPET Tamil Nadu",CHENNAI,600079,GLEIF
Crestyl Commercial Investment s r o,crestyl commercial investment s r o,CZ,3157000ADOJ9GRUYYY77,,,,,,,Boudníkova 2506/1,Praha,180 00,GLEIF
BWO Invest Oy,bwo invest,FI,743700BG9WRXPVQVC933,,,,,,,Kytöniityntie 2c B 00670 HELSINKI,HELSINKI,FI-00670,GLEIF
LUXE PROPCO HOLDINGS PTE LTD,luxe propco holdings,SG,254900DMIFUZMGJF2L88,,,,,,,36 ROBINSON ROAD #20-01 CITY HOUSE,SINGAPORE,068877,GLEIF
SULLIVAN COUNTY POWER LLC,sullivan county power,US,254900CUFBSDFSSMQC55,,,,,,,C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,19808,GLEIF
KAILASH KUMAR SHARMA,kailash kumar sharma,IN,6488L8P8SAQ113B7V567,,,,,,,"CHAILAHA BANJARIA, Purbi Champaran Bihar",MOTIHARI,845401,GLEIF
Ninja Invest OU,ninja invest ou,EE,6488E8Z4C63G2L9QW732,,,,,,,Saare tee 2-1,Lohkva küla,62207,GLEIF
GOPIGREEN MATERIAL PRIVATE LIMITED,gopigreen material private,IN,6488FWQF76K82V63D818,,,,,,,"5TH FLOOR SHOP-501, R.J.D, BUSINESS HUB, WING B Katargam, Gujarat",Surat,395004,GLEIF
TRANSITION CLEANTECH SERVICES ONE PRIVATE LIMITED,transition cleantech services one private,IN,33580075NOJFHXGRTI27,,,,,,,"UNIT 702, 7TH FLOOR, TOWER 3 EQUINOX BUSINESS PARK OFF, BANDRA KURLA COMPLEX LBS MARG, KURLA WEST",MUMBAI,400070,GLEIF
S MOTORS SOCIETA A RESPONSABILITA LIMITATA SEMPLIFICATA,s motors societa a responsabilita limitata semplificata,IT,81560045BB59AC565321,,,,,,,"VIA DELL'ARTIGIANATO, 1",MAZZANO,25080,GLEIF
BULGARELLI ALFIERO E C S N C,bulgarelli alfiero e c s n c,IT,8156000843BEB74D7920,,,,,,,"VIALE VIRGILIO, 20",MOGLIA,46024,GLEIF
BUCKEYE WAREHOUSING & DISTRIBUTION INC,buckeye warehousing & distribution,US,254900WNAHDCXAOOTG48,,,,,,,C/O DOUGLAS HESSENAUER 3739 GROVEPORT ROAD,COLUMBUS,43207,GLEIF
ALMA S R L,alma s r l,IT,815600156208ACEF6B41,,,,,,,"VIA DELLA PISANA, 475",ROMA,00163,GLEIF
Lexar HR Services OU,lexar hr services ou,EE,6488Y3SKYHFE49562164,,,,,,,Jõe tn 3,Tallinn,10151,GLEIF
TPG Lux 2025 SC I SARL,tpg lux 2025 sc i,LU,254900K9DFK3XI9AYQ76,,,,,,,"1, Peternelchen",Howald,L-2370,GLEIF
LAKSHMI VESSELS & EQUIPMENTS,lakshmi vessels & equipments,IN,335800OP18Z2S399M240,,,,,,,"93/13, 93/18, MUNDKA INDUSTRIAL AREA ROHTAK ROAD MUNDKA",NEW DELHI,110041,GLEIF
Fortress Credit Europe BSL 2026-4 Designated Activity Company,fortress credit europe bsl 2026-4 designated activity,IE,25490084RMGETUHESF09,,,,,,,32 Molesworth Street Dublin 2,Dublin,D02 Y512,GLEIF
Leverage Shares 2X Long TER Daily ETF,leverage shares 2x long ter daily etf,US,52990063CWZFGG8Q0E82,,,,,,,"c/o Capitol Services Inc., 108 Lakeland Avenue",Dover,19901,GLEIF
BINSAR MOTORS LLP,binsar motors llp,IN,6488695O5DT6E8NTF610,,,,,,,"H 60 G/F Kh No. 39/3, Gali No. 6 & 5 Shastri Park Pusta 0 Near Jagparvesh Chand Hospital",Delhi,110053,GLEIF
SAFZAK MEDICAL LIMITED,safzak medical,GB,213800S8S2K1NMUASM93,,,,,,,33 HOLYWELL CLOSE,ORPINGTON,BR6 9XP,GLEIF
IRCANTEC INFRASTRUCTURES TEE EIFFEL,ircantec infrastructures tee eiffel,FR,969500GILQEUKAF8WS91,,,,,,,22 RUE DE MARIGNAN,PARIS,75008,GLEIF
NAVIN AGARWAL,navin agarwal,IN,64883DN048JR12R7CB33,,,,,,,"MUCHIPARA NEW HATTOLA, RAGHUNATHPUR West Bengal",Purulia,723133,GLEIF
AIDALAVIE,aidalavie,FR,984500AE60687F797616,,,,,,,4 AVENUE HENRI BARBUSSE,HARNES,62440,GLEIF
BLACKHOUSE MANAGEMENT LLC,blackhouse management,US,2549007UH9LLH9V0UO90,,,,,,,C/O TREY'VEON SHAWNCORY BRANDON 2600 W OLIVE AVE 5TH FLOOR,BURBANK,91505,GLEIF
SONAR SHIPS MANAGEMENT CO,sonar ships management,LR,254900UAG7Y3PCH1M387,,,,,,,C/O The LISCR Trust Company 80 Broad Street,Monrovia,1000,GLEIF
MANNAT BUILDERS,mannat builders,IN,89450079LPL5K43T6Y71,,,,,,,"11, SHOP NO.2 VIKRAM ENCLAVE, GHAZIABAD",Ghaziabad,201102,GLEIF
GREEN WORLD MARINE PRIVATE LIMITED,green world marine private,IN,8945007TRUIQ6OBZWQ23,,,,,,,"1-43-6,ShopNo. 39, Green, Central Complex, Near Kondayyacher, Tadepalligudem, West Godavari, Tadepalligudem",Tadepalligudem,534101,GLEIF
GAYATHRI MINERALS,gayathri minerals,IN,335800QUVRTRCWQD9S84,,,,,,,76-4-8/1 SUPHALA BUILDING ROAD BHAVANIPURAM,VIJAYAWADA,520012,GLEIF
MUHAMMED BASHEER ABDUL RAHUMAN,muhammed basheer abdul rahuman,IN,335800WRLF7I1565BI22,,,,,,,"10/74, M B TOWER NILAMEL",KOLLAM,691535,GLEIF
SUSHIL AGGARWAL AND CO PRIVATE LIMITED,sushil aggarwal and private,IN,6488VGBQ31VN4O602992,,,,,,,"785-A 1ST FLOOR, NAI SARK Delhi",New Delhi,110006,GLEIF
Wellcap Consulting AB,wellcap consulting,SE,984500FBAEEA13FI1407,,,,,,,Larslundavägen 10C,STRÄNGNÄS,645 32,GLEIF
SONKHIA FASTENERS PRIVATE LIMITED,sonkhia fasteners private,IN,8945006ECH4AYW4BD677,,,,,,,"A-336 (B), ROAD NO. 17, VKI Aera,",JAIPUR,302013,GLEIF
Johann Wiehart OG,johann wiehart og,AT,5299005IYFP1VNZSG768,,,,,,,Pernhofen 5,Wulzeshofen,2064,GLEIF
Procyon Invest spoka z ograniczona odpowiedzialnoscia,procyon invest spoka z ograniczona odpowiedzialnoscia,PL,894500B3VCOKTEFERU28,,,,,,,Michałówek 25A,Stryków,95-010,GLEIF
Mischa van de Bilt B V,mischa van de bilt b v,NL,724500X9C7PZZIK34D08,,,,,,,Beerschoten 20,Vleuten,3452LC,GLEIF
Sabiedriba ar ierobezotu atbildibu Karla bumani,sabiedriba ar ierobezotu atbildibu karla bumani,LV,8945007UP3TC0KB9U216,,,,,,,Lielā iela 2,Mārupe,LV-2167,GLEIF
Barrow Beheer B V,barrow beheer b v,NL,724500I17GELX9T4BS79,,,,,,,Etudestraat 89,Hellevoetsluis,3223PP,GLEIF
Elektrounternehmen E KNEIDINGER Gesellschaft m b H,elektrounternehmen e kneidinger gesellschaft m b h,AT,8945007P00HXE93QMI79,,,,,,,Landstraße 3b,Enns,4470,GLEIF
HYDROPLANTE,hydroplante,GR,213800UUBI67WYUEMH03,,,,,,,AGROTEMACHIO 51 0 THERMI THERMIS,THESSALONIKI,57001,GLEIF
KUMAR ENTERPRISES & Co,kumar enterprises &,IN,8945008P6MJCEVNDE235,,,,,,,"First Floor, 560/A, Opp. of Sidhu Kanhoo Park, Ranchi College Road, Hatma",RANCHI,834008,GLEIF
ORENCIO MATAS Y HERMANOS S L,orencio matas y hermanos s l,ES,959800JQY7FG3HKBX358,,,,,,,Calvario 13,Ciudad Real,13004,GLEIF
RASIKA MERCHANDISE PRIVATE LIMITED,rasika merchandise private,IN,9845007C4C1B9FDD0774,,,,,,,"ROOM NO.- 52 5, J.B.S. HALDEN AVENUE",KOLKATA,700105,GLEIF
PERCIVAL ASSOCIATES INVESTMENTS LIMITED,percival associates investments,GB,2138008419J1J8GBUP22,,,,,,,"FIRST FLOOR, 129 HIGH STREET",GUILDFORD,GU1 3AA,GLEIF
BONAGRO a s,bonagro a s,CZ,315700KV3I34XI00EN75,,,,,,,Jiříkovická 340,Blažovice,664 08,GLEIF
Eierhof Baek GmbH,eierhof baek,DE,391200KZL5H7TLJQ4F43,,,,,,,Striglebener Str. 9,Groß Pankow (Prignitz),16928,GLEIF
IGNYT ELECTRICALS,ignyt electricals,IN,6488LKV2C314IN089J46,,,,,,,"SECOND AND PART THIRD FLOOR, F-6, ROHTAK ROAD DSIDC INDUSTRIAL COMPLEX, NANGLOI, Delhi",New Delhi,110041,GLEIF
Canyon CLO 2021-4 Ltd,canyon clo 2021-4,KY,254900V38Q76ALAJY818,,,,,,,C/O MaplesFS Limited PO Box 1093 Queensgate House Grand Cayman,George Town,KY1-1102,GLEIF
Partners Group Royalties UK DC,partners group royalties uk dc,LU,636700214FW1HA1Y4429,,,,,,,"35D, Avenue John F. Kennedy",Luxembourg,L-1855,GLEIF
GMINA WEJHEROWO,gmina wejherowo,PL,259400OROUQB8LPEJS97,,,,,,,Wejherowo Transportowa 1,Wejherowo,84-200,GLEIF
EIG FIDRA ENERGY L P,eig fidra energy l p,GB,9845008E9FD70B7AFE02,,,,,,,50 lothian road festival square,edinburgh,EH3 9WJ,GLEIF
SP LOTERIAS SPE S A,sp loterias spe s a,BR,984500691DA36D9D7C65,,,,,,,163 CALC DAS MARGARIDAS SALA 02,BARUERI,06453-038,GLEIF
MANSA DEVI,mansa devi,IN,9845006EC3EB94867C25,,,,,,,AMRAI,BHOJPUR,802154,GLEIF
YS Tech-Pro Supply LLC,ys tech-pro supply,AE,254900UL8PMH8DWO3F62,,,,,,,Shams Business Center Sharjah Media City Free Zone,Al Messaned,,GLEIF
SHREE BASAVA MOTORS,shree basava motors,IN,9845002DY94441090751,,,,,,,"CMC NO. 6-1-1372 OLD AND 6-1-1590 NEW VENKATADRI NAGAR GANGAVATHI ROAD, SINDHANUR",RAICHUR,584128,GLEIF
THE SCHOFIELD FAMILY TRUST NO 2 OF 2024,the schofield family trust no 2 of 2024,GB,213800ULE58JQRC7XP30,,,,,,,"C/O RENAISSANCE TRUST CORPORATION LIMITED PACIFIC HOUSE, 126 DYKE ROAD",BRIGHTON,BN1 3TE,GLEIF
SARL GRUMBERG G,grumberg g,FR,969500L25OXZ2VIXGE29,,,,,,,69 BOULEVARD SUCHET,PARIS,75016,GLEIF
CATASTINI HOLDING ApS,catastini holding aps,DK,9845003D10B137113A71,,,,,,,"Søndergade 24 B, 2.",Odense C,5000,GLEIF
SRI AMBAL POLYMERS,sri ambal polymers,IN,98450074E2DABB9Y2C40,,,,,,,"BANGALORE HIGH ROAD, SURVEY NO. 379/2E ,2D, PAPPANCHATIRAM VILLAGE OF PALANZHUR, MEVALURKUPPAM B BLOCK",Tiruvallur,600123,GLEIF
SCYE B V,scye b v,NL,6488BX34RY3Q1M180I16,,,,,,,Ootmarsumseweg 260,Fleringen,7666NC,GLEIF
Patton Industrial Development LLC,patton industrial development,US,254900CD770BGQ1LVB41,,,,,,,55 Patton Drive,Milton,17847,GLEIF
PARWATI INDUSTRIES,parwati industries,IN,335800MPGWUK7HPZCM44,,,,,,,WARD NO 4 RAMANUJGANJ BALRAMPUR,RAMANUJGANJ,497220,GLEIF
GCM Grosvenor Multi-Asset Class Master Fund III A L P,gcm grosvenor multi-asset class master fund iii a l p,US,2549009Z4ILS7ASFZC90,,,,,,,C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,19808,GLEIF
SHREE GOVINDAM FAMILY TRUST,shree govindam family trust,IN,984500H5D8C96CF03A21,,,,,,,"B1, Regency Ground 10, Cornwell road, Langford Gardens",Bengaluru,560025,GLEIF
Twin Brook CLO 2025-3 LLC,twin brook clo 2025-3,US,254900TPE0VKO0V5E251,,,,,,,"C/O MAPLES FIDUCIARY SERVICES (DELAWARE) INC. 4001 KENNETT PIKE, SUITE 302",WILMINGTON,19807,GLEIF
W R SHAW LIMITED,w r shaw,IE,98450046E59FC93E6E30,,,,,,,WHITEFIELDS ROSENALLIS,LAOIS,R32 F729,GLEIF
NINE DOORS SK INVESTMENTS PTY LTD,nine doors sk investments pty,AU,9845003CF7S5A1CEFW46,,,,,,,97 BLACKBURN ROAD,DONCASTER EAST,3109,GLEIF
NOTTOLI REALTY SRL,nottoli realty srl,IT,815600AAA1212C798F94,,,,,,,"VIA DEL PELO, 27/29",CAPANNORI,55012,GLEIF
HRP FISHER ISLAND LLC,hrp fisher island,US,254900WT54POGH3CGP96,,,,,,,C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,19808,GLEIF
OUT MANAGER INVEST UNIPESSOAL LDA,out manager invest unipessoal lda,PT,529900TMEHCV93ZHH716,,,,,,,"Rua Vilar, nº 235, 6.º C (Edifício Scala)",Porto,4050-626,GLEIF
Bioabfallverwertung GmbH Leonberg BVL,bioabfallverwertung leonberg bvl,DE,391200U2OFZEFK5E4Z70,,,,,,,Wolf-Hirth-Str. 33,Böblingen,71034,GLEIF
HARVSTANCE S P A,harvstance s p a,IT,5299004OFK55ASW2VS17,,,,,,,"Viale Certosa, 2",Milano,20155,GLEIF
AMIN TRUST,amin trust,IN,335800F54ZSK8LYT2Z21,,,,,,,SLK1 # 40/A KHB INDUSTRIAL AREA YELAHANKA NEW TOWN,BANAGALORE,560064,GLEIF
R S VEHICLES PRIVATE LIMITED,r s vehicles private,IN,9845002E0C957FF90143,,,,,,,"3/49, BHARTI NAGAR, MARRIS ROAD",ALIGARH,202001,GLEIF
C SKY INTERNATIONAL,c sky international,IN,6488Z9WJ0IXZ45365U85,,,,,,,"742-I, PACE CITY-2, SECTOR 37 Haryana",Gurugram,122001,GLEIF
HIGHRANK WAREHOUSING PRIVATE LIMITED,highrank warehousing private,IN,8945006WTN0FKNPTVU04,,,,,,,"180 RABINDRA SARANI, D K TOWER, Barabazar",KOLKATA,700007,GLEIF
REDIAN STAINLESS LLP,redian stainless llp,IN,89450081GZZ43QTYMI06,,,,,,,"409 The Baroda Crossway, 1 Maharani Shantadevi Marg, Akota-Dandiabzar road",Vadodara,390001,GLEIF
